17
2.5E11
2.1999999999999725E11	39999.99999999962	-0.0054822050055821185	19999.999999999003	5.974E24	earth.gif
-39999.99999997538	2.1999999999999725E11	-19999.999999950505	-0.005482147273902701	6.419E23	mars.gif
-2.1999999999999725E11	-40000.00000000278	0.0054821303017170715	-20000.000000005308	3.302E23	mercury.gif
6.293565432705752E-8	-2.5675509793404138E-8	1.258713092029646E-7	-5.135101182049281E-8	1.989E30	sun.gif
40000.00000002222	-2.1999999999999725E11	20000.00000004419	0.005482182444166507	4.869E24	venus.gif
2.1999999999999902E11	2.2000003999999902E11	-0.0019382464464169323	19999.998061725462	5.974E24	earth.gif
-2.2000003999999902E11	2.1999999999999902E11	-19999.998061762308	-0.0019382280795913272	6.419E23	mars.gif
-2.1999999999999902E11	-2.2000003999999902E11	0.0019382522835527684	-19999.99806177304	3.302E23	mercury.gif
2.2000003999999902E11	-2.1999999999999902E11	19999.998061740764	0.0019382712608844443	4.869E24	venus.gif
1.0999999999999612E11	1.1000003999999612E11	-0.007752800435491458	19999.992247073318	5.974E24	earth.gif
-1.1000003999999612E11	1.0999999999999612E11	-19999.992247110797	-0.007752857343177365	6.419E23	mars.gif
-1.0999999999999612E11	-1.1000003999999612E11	0.007752944393391654	-19999.992247166843	3.302E23	mercury.gif
1.1000003999999612E11	-1.0999999999999612E11	19999.99224713825	0.0077529057957866	4.869E24	venus.gif
1.0999999999998903E11	39999.999999995	-0.021928268327903004	19999.99999998801	5.974E24	earth.gif
-39999.999999945474	1.0999999999998903E11	-19999.999999888965	-0.02192836454502732	6.419E23	mars.gif
-1.0999999999998903E11	-40000.000000009575	0.021928389184506927	-20000.000000017157	3.302E23	mercury.gif
40000.00000004994	-1.0999999999998903E11	20000.00000009789	0.02192830630394436	4.869E24	venus.gif
